smiles,IC50(uM),leaked
CC(CS(=O)(=O)c1ccccc1/N=C/c1c(O)ccc2ccccc12)c1ccccc1,40.3,False
CC(CSc1ccc(/N=C/c2c(O)ccc3ccccc23)cc1)c1ccccc1,40.3,False
CC(CSc1cccc(/N=C/c2c(O)ccc3ccccc23)c1)c1ccccc1,40.3,False
CC(CSc1ccccc1/N=C/c1c(O)ccc2ccccc12)c1ccccc1,40.3,False
CC(C[S+]([O-])c1ccc(/N=C/c2c(O)ccc3ccccc23)cc1)c1ccccc1,40.3,False
CC(C[S+]([O-])c1cccc(/N=C/c2c(O)ccc3ccccc23)c1)c1ccccc1,40.3,False
CC(C[S+]([O-])c1ccccc1/N=C/c1c(O)ccc2ccccc12)c1ccccc1,40.3,False
CC(NC(=O)c1ccc(/N=C/c2c(O)ccc3ccccc23)cc1)c1ccccc1,30.55,False
CC(NC(=O)c1cccc(/N=C/c2c(O)ccc3ccccc23)c1)c1ccccc1,58.8,False
CC(NC(=O)c1ccccc1/N=C/c1c(O)ccc2ccccc12)c1ccccc1,82.5,False
CC(NS(=O)(=O)c1ccc(/N=C/c2c(O)ccc3ccccc23)cc1)c1ccccc1,42.2,False
CC(NS(=O)(=O)c1cccc(/N=C/c2c(O)ccc3ccccc23)c1)c1ccccc1,40.3,False
CC(Oc1ccccc1)c1nn2c(-c3ccco3)nnc2s1,67.9,False
CC1(C)CC(=O)C2=C(C1)N(NC(=O)c1ccccc1)C1=C(C(=O)CC(C)(C)C1)C2c1ccc(OCc2ccccc2)cc1,45.97,False
CC1(C)CC(=O)C2=C(C1)N(Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C1=C(C(=O)CC(C)(C)C1)C2c1ccc(OCc2ccccc2)cc1,43.29,False
CC1(C)CC(=O)C2=C(C1)N(Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C1=C(C(=O)CC(C)(C)C1)C2c1ccccc1OCc1ccccc1,10.13,False
CC1(C)CC(=O)C2=C(C1)N(Nc1ccccc1)C1=C(C(=O)CC(C)(C)C1)C2c1ccc(OCc2ccccc2)cc1,43.14,False
CC1(C)CC(=O)C2=C(C1)N(Nc1ccccc1)C1=C(C(=O)CC(C)(C)C1)C2c1cccc(OCc2ccccc2)c1,40.06,False
CC1(C)CC(=O)C2=C(C1)N(Nc1ccccc1)C1=C(C(=O)CC(C)(C)C1)C2c1ccccc1OCc1ccccc1,11.08,False
CC1(C)CC(NC(=S)Nc2ccc([N+](=O)[O-])cc2)c2cc(Cl)ccc2O1,200.0,False
CC1(C)Cc2c(-c3ccc(Cl)cc3)n[nH]c2C(C(N)=O)C1,0.8,False
CC1(c2ccccc2)OC(=O)C(=Cc2ccc(O)cc2)C(=O)O1,7.06,False
CC1=CCC(C(=O)/N=C2\CC=C(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c32)=C/C1=N/C(=O)C1=CC=C/C(=N\C(=O)/N=C2\C=CC=C(C(=O)/N=C3/CC(C(=O)/N=C4\CC=C(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c54)=CC=C3C)C2)C1,0.297,False
CC1=CCC(C(=O)/N=C2\CC=C(S(=O)(=O)[O-])c3cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c32)=C/C1=N/C(=O)C1=CC=C/C(=N\C(=O)/N=C2\C=CC=C(C(=O)/N=C3/CC(C(=O)/N=C4\CC=C(S(=O)(=O)[O-])c5cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c54)=CC=C3C)C2)C1,0.297,False
CC1=NOC(=O)/C1=C/c1c(COCc2ccc(C(F)(F)F)cc2)n(C)c2ccc(F)cc12,35.25,False
CCC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NC(C)C,0.51,False
CCC(Oc1ccccc1)c1nn2c(-c3ccco3)nnc2s1,100.0,False
CCC(Sc1nnc2c(n1)[nH]c1ccccc12)C(=O)N1c2ccccc2Sc2ccccc21,0.1,False
CCC(c1ccccc1)c1nn2c(-c3ccco3)nnc2s1,96.2,False
CCCC(=S)NCCCCC(NC(=O)Oc1ccccc1)C(=O)Nc1ccccc1,2.4,False
CCCC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NC(C)C,0.54,False
CCCC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1ccccc1,12.0,False
CCCCCCC(=S)NCCCCC(NC(=O)Oc1ccccc1)C(=O)Nc1ccccc1,0.31,False
CCCCCCCCCCCCCC(=S)NCCCCC(NC(=O)Oc1ccccc1)C(=O)Nc1ccccc1,205.0,False
CCCCCCCCCCCCCC(=S)NCCCC[C@H](NC(=O)CCOCCOCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)C(=O)Nc1ccccc1,37.0,False
CCCCCCCCCCCCCC(=S)NCCCC[C@H](NC(=O)CCOCCOCCOCCOCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)C(=O)Nc1ccccc1,41.0,False
CCCCCCCCCCCCCC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1ccccc1,98.0,False
CCCCCCCCCCCCCC(=S)NCCCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)[C@@H](C)CC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O,0.178,False
CCCCCCCCCCCCCC(=S)NCCCC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1)C(=O)N[C@H](C(=O)NCC(=O)O)[C@@H](C)O,5.3,False
CCCCCCCCCCCCCNC(=O)CCCSC[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](N)CCCCN)[C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)O)[C@@H](C)O,200.0,False
CCCCCCCCCCCCNC(=O)CCCCC[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(=O)CCC(=O)NCC(=O)NCCCC[C@@H](C(N)=O)NC1=O,4.3,False
CCCCCCCCCCCCNC(=O)[C@H](CCCCN)NC(C)=O,104.0,False
CCCCCCCCCCCCNC(=S)NCCCC[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(=O)CCC(=O)NCC(=O)NCCCC[C@@H](C(N)=O)NC1=O,1.8,False
CCCCCCCCCCCCNC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1cccc(O)c1,1.0,False
CCCCCCCCCCCCNC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1ccccc1,200.0,False
CCCCCCCCCCNC(=O)CCCSC[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](N)CCCCN)[C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)O)[C@@H](C)O,200.0,False
CCCCCCCCCCNC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1cccc(O)c1,0.45,False
CCCCCCCCCCNC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1ccccc1,200.0,False
CCCCCCCCNC(=O)CCCSC[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](N)CCCCN)[C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)O)[C@@H](C)O,300.0,False
CCCCCCCCNC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1cccc(O)c1,1.0,False
CCCCCCCCNC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1ccccc1,11.0,False
CCCCCCCCn1c(-c2ccc(-c3ccc(N(C)C)cc3)cc2)nc2cc(C(=O)OCC)ccc21,50.0,False
CCCCCCCCn1c(-c2ccc(-c3ccc(N4CCCCC4)cc3)cc2)nc2cc(C(=O)OCC)ccc21,50.0,False
CCCCCCCCn1c(-c2ccc(-c3ccc(O)c(OC)c3)cc2)nc2cc(C(=O)OCC)ccc21,50.0,False
CCCCCCCCn1c(-c2ccc(-c3ccc4c(c3)OCO4)cc2)nc2cc(C(=O)OCC)ccc21,50.0,False
CCCCCCCCn1c2c(c3cc(-c4ccc(S(C)(=O)=O)cc4)ccc31)CN(C(N)=O)CC2,28.0,False
CCCCCCCCn1c2c(c3cc(-c4ccc(S(C)(=O)=O)cc4)ccc31)CN(C)CC2,250.0,False
CCCCCCCCn1c2c(c3cc(-c4ccc(S(C)(=O)=O)cc4)ccc31)CNCC2,16.7,False
CCCCCCCCn1c2c(c3cc(-c4cccc(C)c4)ccc31)CN(C(C)C)CC2,26.0,False
CCCCCCCCn1c2c(c3cc(-c4cccc(C)c4)ccc31)CN(C(N)=O)CC2,100.0,False
CCCCCCCCn1c2c(c3cc(-c4cccc(C)c4)ccc31)CN(C)CC2,21.0,False
CCCCCCCCn1c2c(c3cc(-c4cccc(C)c4)ccc31)CN(Cc1ccccc1)CC2,100.0,False
CCCCCCCCn1c2c(c3cc(-c4cccc(C)c4)ccc31)CNCC2,20.0,False
CCCCCCCCn1c2c(c3cc(-c4cnc(N)nc4)ccc31)CN(C(C)C)CC2,56.0,False
CCCCCCCCn1c2c(c3cc(-c4cnc(N)nc4)ccc31)CN(C(N)=O)CC2,63.0,False
CCCCCCCCn1c2c(c3cc(-c4cnc(N)nc4)ccc31)CN(C)CC2,100.0,False
CCCCCCCCn1c2c(c3cc(-c4cnc(N)nc4)ccc31)CNCC2,38.0,False
CCCCCCCNC(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1ccccc1,64.0,False
CCCCCCCNC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1ccccc1,22.0,False
CCCCCCNC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1ccccc1,30.0,False
CCCCCNC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1cccc(O)c1,34.0,False
CCCCC[C@H]1CC(=O)c2cc(Cl)cc(Br)c2O1,200.0,False
CCCCCc1c(CC(N)=O)[nH]c2ccc(Cl)cc12,5.5,False
CCCCCc1ccc(C(=O)NC(=S)Nc2ccc(NC(=O)CCCCN(C)C)cc2)cc1,36.7,False
CCCCNC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NC(C)C,1.13,False
CCCCOc1c(Cl)cc(C(=O)NC(=S)Nc2ccc(NC(=O)CCCCN(C)C)cc2)cc1Cl,22.5,False
CCCC[C@@H]1NC(=O)CCCCCCC(=O)NCCCC[C@@H](C(N)=O)NC(=O)[C@H](CCCCNC(C)=S)NC1=O,0.22,False
CCCC[C@@H]1NC(=O)CCCCCCC(=O)NCCC[C@@H](C(N)=O)NC(=O)[C@H](CCCCNC(C)=S)NC1=O,0.27,False
CCCC[C@@H]1NC(=O)CCCCCCC(=O)NCC[C@@H](C(N)=O)NC(=O)[C@H](CCCCNC(C)=S)NC1=O,0.82,False
CCCC[C@@H]1NC(=O)CCCCCCC(=O)NC[C@@H](C(N)=O)NC(=O)[C@H](CCCCNC(C)=S)NC1=O,0.45,False
CCCC[C@H](NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@H](CCCCNC(C)=O)NC(C)=O)C(N)=O,0.63,False
CCCC[C@H](NC(C)=O)C(=O)N[C@@H](CCCCNC(C)=S)C(=O)N[C@@H](CCCCNC(C)=O)C(N)=O,2.78,False
CCCCc1c(CC(N)=O)[nH]c2ccc(Cl)cc12,6.0,False
CCCCc1ccc(C(=O)NC(=S)Nc2ccc(NC(=O)CCCCN(C)C)cc2)cc1,46.3,False
CCCCc1nc2c(=O)n(C)c(=O)nc-2n(C)n1,0.11,False
CCCCn1c(=O)nc2oc3ccc4ccccc4c3cc-2c1=O,10.4,False
CCCCn1c(=O)nc2oc3ccccc3cc-2c1=O,14.1,False
CCCNC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1cccc(O)c1,100.0,False
CCCOc1ccc(Cn2c(-c3ccccc3)c(Cc3c(O)ccc4ccccc34)c(=O)[nH]c2=S)cc1,120.0,False
CCCOc1ccc(Cn2c(-c3ccccc3)c(Cc3c(OC)ccc4ccccc34)c(=O)[nH]c2=S)cc1,61.9,False
CCC[C@H](NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@H](CCCCNC(C)=O)NC(C)=O)C(N)=O,2.85,False
CCC[C@H](NC(C)=O)C(=O)N[C@@H](CCCCNC(C)=S)C(=O)N[C@@H](CCCCNC(C)=O)C(N)=O,10.71,False
CCCc1c(CC(N)=O)[nH]c2ccc(Cl)cc12,6.8,False
CCCc1ccc(C(=O)NC(=S)Nc2ccc(NC(=O)CCCCN(C)C)cc2)cc1,60.2,False
CCCn1c(=O)c2[nH]c(SSc3nc4c([nH]3)c(=O)n(CCC)c(=O)n4CCC)nc2n(CCC)c1=O,0.54,False
CCCn1c(=O)nc2oc3ccc4ccccc4c3cc-2c1=O,9.4,False
CCCn1c(=O)nc2oc3ccccc3cc-2c1=O,12.5,False
CCN(CC)C(=O)C1CCCc2c1[nH]c1ccc(Cl)cc21,100.0,False
CCN(CC)c1ccc(/C=C2\NC(=O)N(Cc3ccc(C)cc3)C2=O)cc1,94.0,False
CCN(CC)c1ccc(C(=O)Nc2cccc(COc3cncc(C(N)=O)c3)c2)cc1,11.5,False
CCN1C(=O)/C(=C/c2c[nH]c3ccccc23)C(=O)NC1=S,89.3,False
CCN1C(=O)/C(=C/c2ccc(OCc3ccccc3)cc2)C(=O)NC1=S,53.2,False
CCNC(=O)C1CCCc2c1[nH]c1ccc(Cl)cc21,100.0,False
CCNC(=O)c1ccc(C(=O)NCCC2CCN(c3ncnc4cc(C(N)=O)sc34)CC2)s1,0.0036,True
CCNC(=O)c1ccc(C(=O)NCCN2CCN(c3ncnc4cc(C(N)=O)sc34)CC2)s1,0.031,False
CCNC(=O)c1cccc(C(=O)NCCC2CCN(c3ncnc4cc(C(N)=O)sc34)CC2)c1,0.0053,False
CCNC(=O)c1cccc(C(=O)NCCN2CCN(c3ncnc4cc(C(N)=O)sc34)CC2)c1,0.067,False
CCNC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NC(C)C,1.9,False
CCNC(=S)NCCCC[C@H](NC(=O)[C@H](CCCCNC(C)=O)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)=O)C(N)=O,83.4,False
CCNc1ccc(C(=O)Nc2cccc(COc3cncc(C(N)=O)c3)c2)cc1,3.03,False
CCNc1ncnc2cc(C(N)=O)sc12,50.0,False
CCOC(=O)C1CCCc2c1[nH]c1ccc(Cl)cc21,100.0,False
CCOC(=O)C1CN(Cc2ccccc2)c2ccccc2O1,60.0,False
CCOC(=O)C1CNc2ccccc2O1,60.0,False
CCOC(=O)CC(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1ccccc1,4.0,False
CCOC(=O)CCNC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1cccc(O)c1,177.8,False
CCOC(=O)Nc1ccc2c(c1)C(NC(=O)Nc1cccc(C#N)c1)CC(C)(C)O2,108.7,False
CCOC(=O)c1ccc(N2CCN(CCn3c(-c4ccc(-c5ccc(N(C)C)cc5)cc4)nc4cc(C(=O)OCC)ccc43)CC2)c(N)c1,10.22,False
CCOC(=O)c1ccc(N2CCN(CCn3c(-c4ccc(-c5ccc(N6CCCCC6)cc5)cc4)nc4cc(C(=O)OCC)ccc43)CC2)c(N)c1,36.97,False
CCOC(=O)c1ccc(N2CCN(CCn3c(-c4ccc(-c5ccc(O)c(OC)c5)cc4)nc4cc(C(=O)OCC)ccc43)CC2)c(N)c1,35.07,False
CCOC(=O)c1ccc(N2CCN(CCn3c(-c4ccc(-c5ccc(O)cc5O)cc4)nc4cc(C(=O)OCC)ccc43)CC2)c(N)c1,19.96,False
CCOC(=O)c1ccc(N2CCN(CCn3c(-c4ccc(-c5ccc6c(c5)OCO6)cc4)nc4cc(C(=O)OCC)ccc43)CC2)c(N)c1,29.8,False
CCOC(=O)c1ccc2[nH]c(-c3ccc(Br)cc3)nc2c1,50.0,False
CCOC(=O)c1ccc2[nH]c(-c3ccc(C(F)(F)F)cc3)nc2c1,50.0,False
CCOC(=O)c1ccc2[nH]c(-c3ccc(Cl)cc3)nc2c1,33.6,False
CCOC(=O)c1ccc2[nH]c(-c3ccc(N(C)C)cc3)nc2c1,62.9,False
CCOC(=O)c1ccc2[nH]c(-c3ccc(N4CCCCC4)cc3)nc2c1,42.9,False
CCOC(=O)c1ccc2[nH]c(-c3ccc(N4CCOCC4)cc3)nc2c1,57.5,False
CCOC(=O)c1ccc2[nH]c(-c3ccc(OC(F)(F)F)cc3)nc2c1,50.0,False
CCOC(=O)c1ccc2[nH]c(-c3ccc4c(c3)OCO4)nc2c1,7.7,False
CCOC(=O)c1ccc2c(c1)nc(-c1ccc(C)cc1)n2-c1ccccc1,79.87,False
CCOC(=O)c1ccc2c(c1)nc(-c1ccc(N(C)C)cc1)n2-c1ccccc1,49.12,False
CCOC(=O)c1ccc2c(c1)nc(-c1ccc(N(C)C)cc1)n2CCCN1CCCC1=O,60.31,False
CCOC(=O)c1ccc2c(c1)nc(-c1ccc(N(C)C)cc1)n2CCO,58.43,False
CCOC(=O)c1ccc2c(c1)nc(-c1ccc(N3CCCCC3)cc1)n2CCO,74.52,False
CCOC(=O)c1ccc2c(c1)nc(-c1ccc3c(c1)OCO3)n2CCO,80.11,False
CCOC(=O)c1cnc(CCc2c[nH]c3ccccc23)nc1NCCCNC(=S)NCCC(=O)O,600.0,False
CCOC(=O)c1cnc(NCc2ccccc2)nc1NCCCNC(=S)NCCC(=O)O,600.0,False
CCOc1c(Cl)cc(C(=O)NC(=S)Nc2ccc(NC(=O)CCCCN(C)C)cc2)cc1Cl,29.3,False
CCOc1cc(-c2nn3c(-c4ccco4)nnc3s2)cc(OCC)c1OCC,65.7,False
CCOc1cc(C=C2C(=O)OC(C)(c3ccccc3)OC2=O)ccc1O,7.92,False
CCOc1cc(C=C2C(=O)OC(c3ccccc3)OC2=O)cc(Br)c1O,1.14,False
CCOc1cc(C=C2C(=O)OC(c3ccccc3)OC2=O)cc([N+](=O)[O-])c1O,3.69,False
CCOc1cc(C=C2C(=O)OC(c3ccccc3)OC2=O)ccc1O,5.49,False
CCOc1ccc(-c2nn3c(-c4ccco4)nnc3s2)cc1,31.3,False
CCOc1ccc(Cn2c(-c3ccccc3)c(Cc3c(O)ccc4ccccc34)c(=O)[nH]c2=S)cc1,120.0,False
CCOc1ccc(Cn2c(-c3ccccc3)c(Cc3c(OC)ccc4ccccc34)c(=O)[nH]c2=S)cc1,120.0,False
CCOc1ccc(Cn2c(-c3ccccc3)c(Cc3ccccc3)c(=O)[nH]c2=S)cc1,68.1,False
CCOc1cccc(-c2nn3c(-c4ccco4)nnc3s2)c1,19.0,False
CCOc1ccccc1-c1nn2c(-c3ccco3)nnc2s1,23.6,False
CCOc1ccccc1OCc1nn2c(-c3ccco3)nnc2s1,13.7,False
CC[C@@H]1CC(=O)[C@H]2[C@@H](CC=C(C)[C@@H]2O)[C@]1(C)C(=O)C1=C(O)NCC1=O,3700.0,False
CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CO)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CSC[C@@H](C(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCNC(=O)C(F)(F)F)NC1=O,0.047,False
CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCNC(=O)Cc1ccc(/N=N/c2ccccc2)cc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(C)=O)[C@@H](C)O)C(N)=O,2.0,False
CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCNC(=O)c1ccc(/N=N/c2ccc(N(C)C)cc2)cc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(C)=O)[C@@H](C)O)C(N)=O,2.0,False
CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@@H](N)CC(=O)O)[C@@H](C)O)C(=O)O,4.5,False
CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@H](C)NC(=O)[C@@H](N)CO)[C@@H](C)O)C(=O)O,0.22,False
CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CO)[C@@H](C)O)C(=O)O,5.0,False
CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)C(=O)O,4.3,False
CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C)N)[C@@H](C)O)C(=O)O,3.2,False
