smiles,IC50(uM),leaked
CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@@H]1Cc2ccc(cc2)OCCCCCC(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N1)C(N)=O,0.646,False
CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@@H]1Cc2ccc(cc2)OCCCCCCCC(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N1)C(N)=O,0.673,False
CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@@H]1Cc2ccc(cc2)OCCCCCCCCCCC(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N1)C(N)=O,1.25,False
CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1cnc[nH]1)C(=O)O,0.55,False
CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CO)C(=O)O,10.8,False
CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)Cc1cnc[nH]1)C(=O)O,0.33,False
CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)N)C(=O)O,0.38,False
CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1c[nH]cn1)NC(C)=O)C(N)=O,0.1651,False
CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@H](CCCCNC(C)=O)NC(=O)[C@H](Cc1c[nH]cn1)NC(C)=O)C(N)=O,4.1,False
CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1c[nH]cn1)NC(C)=O)C(N)=O,4.2,False
CSCC[C@H](NC(=O)[C@H](CCCCNC(C)=O)NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1c[nH]cn1)NC(C)=O)C(N)=O,0.7,False
CSCC[C@H](NC(=O)[C@H](CCCCNC(C)=O)NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@H](CCCCNC(C)=O)NC(=O)[C@H](Cc1c[nH]cn1)NC(C)=O)C(N)=O,2.0,False
CSCC[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1c[nH]cn1)NC(C)=O)C(N)=O,3.5,False
CSCC[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1c[nH]cn1)NC(C)=O)C(N)=O,6.0,False
C[C@@H](NC(=O)c1ccccc1/N=C/c1c(O)ccc2ccccc12)c1ccccc1,55.0,False
C[C@H](NC(=O)[C@H](CCCCNC(=O)Cc1ccc(/N=N/c2ccc(OCCc3ccccc3)cc2)cc1)NC(=O)OCc1ccccc1)C(N)=O,2.0,False
C[C@H](NC(=O)c1ccccc1/N=C/c1c(O)ccc2ccccc12)c1ccccc1,67.0,False
C[C@H](NC(=O)c1nc(-c2ncc(-c3ccccc3)s2)sc1C1CC1)c1ccc(C(=O)NO)cc1,20.0,False
C[n+]1c(CCc2c[nH]c3ccccc23)cc(N)c2ccccc21,0.12,False
Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,20.0,True
Cc1c(C(N)=O)sc2c(N3CCC(CCNC(=O)C(C)(C)C)CC3)ncnc12,0.18,False
Cc1c(CC(N)=O)[nH]c2ccc(Cl)cc12,5.5,False
Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3ccc(NC(=O)c4cccs4)cc3)c2)n1,300.0,False
Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3ccc(NC(=O)c4cnn(C)c4)cc3)c2)n1,100.0,True
Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3ccc4ccccc4c3)s2)n1,100.0,False
Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc(OCc4cn(CCCCNC(=O)COc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)nn4)c3)s2)n1,100.0,False
Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc(OCc4cn(CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCNC(=O)CCCCC5SCC6NC(=O)NC65)nn4)c3)s2)n1,100.0,False
Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc(OCc4cn(Cc5ccccc5)nn4)c3)s2)n1,100.0,True
Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4ccc(Cl)cc34)s2)n1,100.0,False
Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4ccccc34)s2)n1,100.0,True
Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3ccccc3)s2)n1,75.0,True
Cc1cc(C=C2C(=O)OC(c3ccccc3)OC2=O)c(C)cc1O,4.4,False
Cc1cc(C=C2C(=O)OC(c3ccccc3)OC2=O)cc(C)c1O,3.07,False
Cc1cc(C=C2C(=O)OC(c3ccccc3)OC2=O)ccc1O,5.41,False
Cc1cc(Cl)c(O)c(Cc2c(O)c(Cl)cc(Cl)c2Cl)c1Cl,34.0,False
Cc1cc2occ(C(=O)c3ccc(Cl)cc3)c2cc1O,88.0,False
Cc1ccc(-c2[nH][nH]c(=O)c2Cc2c(O)ccc3cc(-c4ccccc4)ccc23)cc1,41.0,False
Cc1ccc(-c2[nH][nH]c(=O)c2Cc2c(O)ccc3cc(Br)ccc23)cc1,37.0,False
Cc1ccc(-c2[nH]c(=S)[nH]c(=O)c2Cc2c(O)ccc3ccccc23)cc1,44.5,False
Cc1ccc(-c2[nH]oc(=O)c2Cc2c(O)ccc3cc(Br)ccc23)cc1,200.0,False
Cc1ccc(-c2n[nH]c3c2CCCC3C(N)=O)cc1,6.2,False
Cc1ccc(-c2nc3c(=O)n(C)c(=O)nc-3n(C)n2)cc1,0.11,False
Cc1ccc(-c2nn3c(-c4ccco4)nnc3s2)cc1,27.4,False
Cc1ccc(C(=O)NC(=S)Nc2ccc(NC(=O)CCCCN(C)C)cc2)cc1,90.0,False
Cc1ccc(C(=O)NC(=S)Nc2ccc(NC(=O)CCCCN(C)C)cc2)cc1Br,43.9,False
Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c45)ccc3C)c2)c1,1.6,True
Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)[O-])c3cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)[O-])c5cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c45)ccc3C)c2)c1,0.3,False
Cc1ccc(C(=O)Nc2cccc(COc3cncc(C(N)=O)c3)c2)cc1,8.54,False
Cc1ccc(C(=O)Nc2cccc(COc3cncc(C(N)=O)c3)c2)cc1[N+](=O)[O-],7.14,False
Cc1ccc(C(=O)Nc2cccc3c(Oc4cncc(C(N)=O)c4)cccc23)cc1,18.7,False
Cc1ccc(C(=O)Nc2cccc3c(Oc4cncc(C(N)=O)c4)cccc23)cc1[N+](=O)[O-],100.0,False
Cc1ccc(C(=O)Nc2cccc3cc(Oc4cncc(C(N)=O)c4)ccc23)cc1,3.82,False
Cc1ccc(C(=O)Nc2cccc3cc(Oc4cncc(C(N)=O)c4)ccc23)cc1[N+](=O)[O-],0.788,False
Cc1ccc(C(=O)c2coc3c2cc(O)c2ccccc23)cc1,300.0,False
Cc1ccc(C2CC(=O)Nc3ccc4cc(C)ccc4c32)cc1,0.098,False
Cc1ccc(CCOc2cccc(Nc3ccccc3C(N)=O)c2)cc1,100.0,False
Cc1ccc(NC(=O)N2CC(C(N)=O)Oc3ccccc32)cc1,60.0,False
Cc1ccc(Nc2ccccc2C(N)=O)cc1,100.0,False
Cc1ccc(OCc2nn3c(-c4ccco4)nnc3s2)cc1,29.3,False
Cc1ccc(OCc2nn3c(-c4ccco4)nnc3s2)cc1C,28.7,False
Cc1ccc(S(=O)(=O)N2CC(C(N)=O)Oc3ccccc32)cc1,60.0,False
Cc1ccc2[nH]c3c(c2c1)CCCC3(C)C(N)=O,13.0,False
Cc1ccc2[nH]c3c(c2c1)CCCC3C(=O)O,3.1,False
Cc1ccc2[nH]c3c(c2c1)CCCC3C(N)=O,1.3525,False
Cc1ccc2[nH]c3c(c2c1)CCCC3CN,100.0,False
Cc1ccc2[nH]c3c(c2c1)CCCCC3C(N)=O,0.64,False
Cc1ccc2[nH]cc(C(=O)On3nnc4ccccc43)c2c1,51.9,False
Cc1ccc2c(c1)c1c(n2C)C(C(N)=O)CCC1,100.0,False
Cc1ccc2nc(O)c(C=C3C(=O)NC(=S)NC3=O)cc2c1,13.0,False
Cc1cccc(-c2[nH]c(=S)[nH]c(=O)c2Cc2c(O)ccc3ccccc23)c1,44.2,False
Cc1cccc(-c2nn3c(-c4ccco4)nnc3s2)c1,7.5,False
Cc1cccc(C(=O)NC(=S)Nc2ccc(NC(=O)CCCCN(C)C)cc2)c1,90.0,False
Cc1cccc(C(=O)Nc2cccc(COc3cncc(C(N)=O)c3)c2)c1,30.4,False
Cc1cccc(C)c1CN1CC(C(N)=O)Oc2ccccc21,37.4,False
Cc1cccc(CCOc2cccc(Nc3ccccc3C(N)=O)c2)c1,100.0,False
Cc1cccc(Nc2ccccc2C(N)=O)c1,68.0,False
Cc1cccc(OCc2nn3c(-c4ccco4)nnc3s2)c1,75.3,False
Cc1ccccc1-c1[nH]c(=S)[nH]c(=O)c1Cc1c(O)ccc2ccccc12,43.0,False
Cc1ccccc1C(=O)NC(=S)Nc1ccc(NC(=O)CCCCN(C)C)cc1,90.0,False
Cc1ccccc1C(=O)Nc1cccc(COc2cncc(C(N)=O)c2)c1,192.0,False
Cc1ccccc1CCOc1cccc(Nc2ccccc2C(N)=O)c1,100.0,False
Cc1ccccc1CN1CC(C(N)=O)Oc2ccccc21,2.49,False
Cc1ccccc1OCc1nn2c(-c3ccco3)nnc2s1,18.7,False
Cc1oc2ccc(O)cc2c1C(=O)c1ccc(Br)cc1,243.0,False
Clc1ccc(Cc2nn3c(-c4ccco4)nnc3s2)cc1,78.0,False
Cn1c(-c2ccccc2)c(Cc2c(O)ccc3ccccc23)c(=O)[nH]c1=S,90.0,False
Cn1c(-c2n[nH]c3c2CCCC3C(N)=O)cc2ccccc21,2.7,False
Cn1c(=O)c2cc(S(=O)(=O)Nc3ccc(Cc4ccncc4)cc3)ccc2n(C)c1=O,6521.0,False
Cn1c(=O)nc2oc3ccc4ccccc4c3cc-2c1=O,7.0,False
Cn1c(=O)nc2oc3ccccc3cc-2c1=O,10.5,False
Cn1c(COCc2ccc(C(F)(F)F)cc2)c(/C=C2/C(=O)ON=C2C(F)(F)F)c2cc(F)ccc21,37.36,False
Cn1cc(C2=C(c3cn(CCCSC(=N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21,3.5,True
Cn1ncnc2c(=O)n(C)c(=O)nc1-2,0.87,True
Fc1ccc(-c2ccc(-c3nn4c(-c5ccco5)nnc4s3)o2)cc1,100.0,False
Fc1cccc(-n2cc(CSC(=S)N3CCN(C(=S)SCc4cn(-c5ccccc5F)nn4)CC3)nn2)c1,1.08,False
N#C/C(=C/c1ccc(-c2cc(Cl)ccc2Cl)o1)C(=O)Nc1cccc2ncccc12,40.0,False
N#C/C(=C\c1ccc(-c2cc(Cl)ccc2Cl)o1)C(=O)Nc1cccc2cccnc12,50.0,False
N#C/C(=C\c1ccc(-c2cc(Cl)ccc2Cl)o1)C(=O)Nc1cccc2ncccc12,50.0,False
N#C/C(=C\c1ccc(-c2cccc(C(F)(F)F)c2)o1)C(=O)Nc1cccc2cccnc12,50.0,False
N#C/C(=C\c1ccc(-c2cccc(C(F)(F)F)c2)o1)C(=O)Nc1cccc2ncccc12,50.0,False
N#C/C(=C\c1ccc(-c2cccc(Cl)c2Cl)o1)C(=O)Nc1cccc2cccnc12,50.0,False
N#C/C(=C\c1ccc(-c2cccc(Cl)c2Cl)o1)C(=O)Nc1cccc2ncccc12,50.0,False
N#C/C(=C\c1ccc(-c2ccccc2Cl)o1)C(=O)Nc1cccc2cccnc12,50.0,False
N#C/C(=C\c1ccc(-c2ccccc2Cl)o1)C(=O)Nc1cccc2ncccc12,50.0,False
N#CC1=C(N)NC(SCC(=O)c2ccc(O)c(O)c2)=C(C#N)C1=C1C=CC(=O)C=C1,16.35,False
N#Cc1ccc(CNC2CCc3c(sc4ncn(Cc5cccc6cccnc56)c(=O)c34)C2)cc1,42.12,False
N#Cc1cccc(CN2CC(C(N)=O)Oc3ccccc32)c1,0.43,False
N#Cc1cccc(NC(=O)N2CC(C(N)=O)Oc3ccccc32)c1,60.0,False
N#Cc1ccccc1CN1CC(C(N)=O)Oc2ccccc21,0.22,False
N=C(Nc1ccccc1)SC1CC(=O)N(c2ccc(C(=O)O)cc2)C1=O,3466.0,False
NC(=O)C1CCCC2c3cc(Cl)ccc3NC12,0.76,False
NC(=O)C1CCCCc2c(-c3ccc(Cl)cc3)n[nH]c21,2.1,False
NC(=O)C1CCCCc2c1[nH]c1ccc(Cl)cc21,0.18,False
NC(=O)C1CCCc2c(-c3cc(Br)cs3)n[nH]c21,11.0,False
NC(=O)C1CCCc2c(-c3cc4ccccc4o3)n[nH]c21,3.1,False
NC(=O)C1CCCc2c(-c3cc4ccccc4s3)n[nH]c21,1.7,False
NC(=O)C1CCCc2c(-c3ccc(Br)cc3)n[nH]c21,1.9,False
NC(=O)C1CCCc2c(-c3ccc(Cl)c(Cl)c3)n[nH]c21,1.2,False
NC(=O)C1CCCc2c(-c3ccc(Cl)c(F)c3)n[nH]c21,2.6,False
NC(=O)C1CCCc2c(-c3ccc(Cl)cc3)n[nH]c21,1.0,False
NC(=O)C1CCCc2c(-c3nc4ccccc4s3)n[nH]c21,2.2,False
NC(=O)C1CCCc2c1[nH]c1ccc(Cl)cc21,0.25,False
NC(=O)C1CCCc2c1[nH]c1ccc(O)cc21,15.0,False
NC(=O)C1CCCc2c1[nH]c1ccccc21,1.47,False
NC(=O)C1CCc2c([nH]c3ccc(Br)cc23)C1,2.44,False
NC(=O)C1CCc2c([nH]c3ccc(Cl)cc23)C1,34.5,False
NC(=O)C1CCc2c1[nH]c1ccc(Cl)cc21,0.409,False
NC(=O)C1CCc2c1[nH]c1ccccc21,2.67,False
NC(=O)C1CN(C(=O)c2ccc(CCl)cc2)c2ccccc2O1,48.8,False
NC(=O)C1CN(C(=O)c2ccccc2)c2ccccc2O1,60.0,False
NC(=O)C1CN(C(=O)c2cccnc2)c2ccccc2O1,60.0,False
NC(=O)C1CN(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ccccc2O1,6.04,False
NC(=O)C1CN(Cc2ccc(-c3ccccc3)cc2)c2ccccc2O1,60.0,False
NC(=O)C1CN(Cc2ccc(C(F)(F)F)cc2)c2ccccc2O1,28.5,False
NC(=O)C1CN(Cc2ccc([N+](=O)[O-])cc2)c2ccccc2O1,1.06,False
NC(=O)C1CN(Cc2ccc3c(c2)OCO3)c2ccccc2O1,1.9,False
NC(=O)C1CN(Cc2ccc3nonc3c2)c2ccccc2O1,60.0,False
NC(=O)C1CN(Cc2cccc(Br)c2)c2ccccc2O1,1.27,False
NC(=O)C1CN(Cc2cccc([N+](=O)[O-])c2)c2ccccc2O1,0.23,False
NC(=O)C1CN(Cc2ccccc2)c2ccccc2O1,8.54,False
NC(=O)C1CN(Cc2ccccc2Br)c2ccccc2O1,0.56,False
NC(=O)C1CN(Cc2ccccc2C(=O)O)c2ccccc2O1,13.9,False
NC(=O)C1CN(Cc2ccccc2C(F)(F)F)c2ccccc2O1,0.97,False
NC(=O)C1CN(Cc2ccccc2Cl)c2ccccc2O1,0.67,False
NC(=O)C1CN(Cc2ccccc2F)c2ccccc2O1,1.77,False
NC(=O)C1CN(Cc2ccccc2I)c2ccccc2O1,0.47,False
NC(=O)C1CN(Cc2ccccc2N)c2ccccc2O1,4.91,False
NC(=O)C1CN(Cc2ccccc2O)c2ccccc2O1,0.82,False
NC(=O)C1CN(Cc2ccccc2[N+](=O)[O-])c2ccccc2O1,0.15,False
NC(=O)C1CN(Cc2ccccn2)c2ccccc2O1,2.1,False
NC(=O)C1CN(Cc2cccnc2)c2ccccc2O1,4.7,False
NC(=O)C1CN(Cc2cn(Cc3ccccc3)nn2)c2ccccc2O1,8.05,False
NC(=O)C1CN(Cc2cnnn2Cc2ccccc2)c2ccccc2O1,14.1,False
NC(=O)C1CN(Cc2csc(N)n2)c2ccccc2O1,1.48,False
NC(=O)C1CN(S(=O)(=O)c2cccc3ccccc23)c2ccccc2O1,60.0,False
NC(=O)C1CNc2ccccc2O1,60.0,False
NC(=O)C1NCCc2c1[nH]c1ccc(Br)cc21,100.0,False
NC(=O)C1NCCc2c1[nH]c1ccc(Cl)cc21,18.0,False
NC(=O)CCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1ccccc1,1000.0,False
NC(=O)CNC(=O)C1CCCc2c1[nH]c1ccc(Cl)cc21,100.0,False
NC(=O)Cc1[nH]c2ccc(Cl)cc2c1CC(N)=O,100.0,False
NC(=O)Cc1[nH]c2ccc(Cl)cc2c1Cc1ccccc1,4.9,False
NC(=O)Cc1cc2cc(Cl)ccc2[nH]1,90.0,False
NC(=O)[C@@H]1CCCCc2c1[nH]c1ccc(Cl)cc21,23.0,False
NC(=O)[C@@H]1CCCc2c1[nH]c1ccc(Cl)cc21,0.544,False
NC(=O)[C@H]1CCCCc2c1[nH]c1ccc(Cl)cc21,0.063,True
NC(=O)[C@H]1CCCc2c1[nH]c1ccc(Cl)cc21,0.16,True
NC(=O)c1cc2ncnc(Cl)c2s1,50.0,False
NC(=O)c1cc2ncnc(N3CCC(CCN4CCCC4)CC3)c2s1,0.11,False
NC(=O)c1cc2ncnc(N3CCC(CCNC(=O)c4ccc(C(=O)O)s4)CC3)c2s1,0.014,False
NC(=O)c1cc2ncnc(N3CCC(CCNC(=O)c4cccs4)CC3)c2s1,0.0058,False
NC(=O)c1cc2ncnc(N3CCC(CN4CCCC4)CC3)c2s1,0.73,False
NC(=O)c1cc2ncnc(N3CCCCC3)c2s1,15.0,False
NC(=O)c1cc2ncnc(N3CCN(CCN4CCCC4)CC3)c2s1,0.053,False
NC(=O)c1ccc(C(=O)Nc2cccc(COc3cncc(C(N)=O)c3)c2)cc1,1.88,False
NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@@H]2N)c1,176.2,False
NC(=O)c1cccc(Nc2ccccc2)c1,100.0,False
NC(=O)c1ccccc1Nc1ccc(-c2ccccc2)cc1,100.0,False
NC(=O)c1ccccc1Nc1ccc(-c2cn(Cc3ccccc3)nn2)cc1,100.0,False
NC(=O)c1ccccc1Nc1ccc(/C=C/c2ccccc2)cc1,100.0,False
NC(=O)c1ccccc1Nc1ccc(/C=C\c2ccccc2)cc1,100.0,False
NC(=O)c1ccccc1Nc1ccc(C(=O)Nc2ccccc2)cc1,100.0,False
NC(=O)c1ccccc1Nc1ccc(CCc2ccccc2)cc1,100.0,False
NC(=O)c1ccccc1Nc1ccc(Cl)cc1,56.0,True
NC(=O)c1ccccc1Nc1ccc(NC(=O)C2CCCCC2)cc1,100.0,False
NC(=O)c1ccccc1Nc1ccc(NC(=O)C2CCNCC2)cc1,100.0,False
NC(=O)c1ccccc1Nc1ccc(NC(=O)c2ccccc2)cc1,100.0,False
NC(=O)c1ccccc1Nc1ccc(NC(=O)c2ccccn2)cc1,100.0,False
NC(=O)c1ccccc1Nc1ccc(NC(=O)c2cccnc2)cc1,100.0,False
NC(=O)c1ccccc1Nc1ccc(NC(=O)c2ccncc2)cc1,100.0,False
NC(=O)c1ccccc1Nc1ccc(OCc2ccccc2)cc1,100.0,False
NC(=O)c1ccccc1Nc1ccc(Oc2ccccc2)cc1,100.0,False
NC(=O)c1ccccc1Nc1ccc2ccccc2c1,100.0,False
NC(=O)c1ccccc1Nc1cccc(-c2ccccc2)c1,52.0,False
NC(=O)c1ccccc1Nc1cccc(-c2cn(CCC3CCCC3)nn2)c1,100.0,False
NC(=O)c1ccccc1Nc1cccc(/C=C/C(=O)O)c1,58.0,False
NC(=O)c1ccccc1Nc1cccc(C(=O)NCc2ccccc2)c1,100.0,False
NC(=O)c1ccccc1Nc1cccc(C(=O)Nc2ccccc2)c1,100.0,False
NC(=O)c1ccccc1Nc1cccc(C(=O)O)c1,100.0,False
NC(=O)c1ccccc1Nc1cccc(CCC(=O)O)c1,93.0,False
NC(=O)c1ccccc1Nc1cccc(CCO)c1,72.0,False
NC(=O)c1ccccc1Nc1cccc(CO)c1,60.0,False
NC(=O)c1ccccc1Nc1cccc(NC(=O)Cc2ccccc2)c1,100.0,False
NC(=O)c1ccccc1Nc1cccc(NC(=O)c2ccccc2)c1,100.0,False
NC(=O)c1ccccc1Nc1cccc(OCC2CCCCC2)c1,210.0,False
