smiles,IC50(uM),leaked
NC(=O)c1ccccc1Nc1cccc(OCCCc2ccccc2)c1,300.0,False
NC(=O)c1ccccc1Nc1cccc(OCCc2ccc(Br)cc2)c1,100.0,False
NC(=O)c1ccccc1Nc1cccc(OCCc2ccc(C(F)(F)F)cc2)c1,100.0,False
NC(=O)c1ccccc1Nc1cccc(OCCc2ccc(Cl)cc2)c1,100.0,False
NC(=O)c1ccccc1Nc1cccc(OCCc2ccc(F)cc2)c1,100.0,False
NC(=O)c1ccccc1Nc1cccc(OCCc2cccc(Br)c2)c1,100.0,False
NC(=O)c1ccccc1Nc1cccc(OCCc2cccc(C(F)(F)F)c2)c1,100.0,False
NC(=O)c1ccccc1Nc1cccc(OCCc2cccc(Cl)c2)c1,100.0,False
NC(=O)c1ccccc1Nc1cccc(OCCc2cccc(F)c2)c1,100.0,False
NC(=O)c1ccccc1Nc1cccc(OCCc2ccccc2)c1,100.0,True
NC(=O)c1ccccc1Nc1cccc(OCCc2ccccc2Br)c1,100.0,False
NC(=O)c1ccccc1Nc1cccc(OCCc2ccccc2C(F)(F)F)c1,100.0,False
NC(=O)c1ccccc1Nc1cccc(OCCc2ccccc2Cl)c1,100.0,False
NC(=O)c1ccccc1Nc1cccc(OCCc2ccccc2F)c1,100.0,False
NC(=O)c1ccccc1Nc1cccc(OCc2ccccc2)c1,300.0,False
NC(=O)c1ccccc1Nc1cccc(Oc2ccccc2)c1,58.0,False
NC(=O)c1ccccc1Nc1cccc(Sc2ccccc2)c1,89.0,False
NC(=O)c1ccccc1Nc1ccccc1,17.0,False
NC(=O)c1ccccc1Oc1ccccc1,100.0,False
NC(=O)c1ccccc1Sc1ccccc1,78.0,False
NC(=O)c1cccnc1,88.0,True
NC(=O)c1cncc(Nc2ccc3ccccc3c2)c1,33.6,False
NC(=O)c1cncc(Nc2cccc3ccccc23)c1,40.9,False
NC(=O)c1cncc(OCc2cccc(NC(=O)/C=C/c3ccccc3)c2)c1,19.7,False
NC(=O)c1cncc(OCc2cccc(NC(=O)/C=C/c3ccccn3)c2)c1,48.5,False
NC(=O)c1cncc(OCc2cccc(NC(=O)/C=C/c3cccnc3)c2)c1,11.3,False
NC(=O)c1cncc(OCc2cccc(NC(=O)/C=C/c3ccncc3)c2)c1,3.47,False
NC(=O)c1cncc(OCc2cccc(NC(=O)C34CC5CC(CC(C5)C3)C4)c2)c1,200.0,False
NC(=O)c1cncc(OCc2cccc(NC(=O)C3=CCCCC3)c2)c1,21.8,False
NC(=O)c1cncc(OCc2cccc(NC(=O)C3CCCCC3)c2)c1,42.4,False
NC(=O)c1cncc(OCc2cccc(NC(=O)CCc3ccccc3)c2)c1,44.6,False
NC(=O)c1cncc(OCc2cccc(NC(=O)Cc3ccccc3)c2)c1,50.8,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3c[nH]c4ccccc34)c2)c1,1.81,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3cc4ccccc4[nH]3)c2)c1,7.33,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3cc4ccccc4o3)c2)c1,9.93,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3cc4ccccc4s3)c2)c1,1.62,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(-c4ccccc4)c(F)c3)c2)c1,115.0,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(-c4ccccc4)cc3)c2)c1,15.6,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(-c4ccccc4)nc3)c2)c1,18.8,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(-c4ccccn4)cc3)c2)c1,2.55,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(-c4cccnc4)c(F)c3)c2)c1,2.27,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(-c4cccnc4)cc3)c2)c1,1.55,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(-c4ccco4)nc3)c2)c1,14.9,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(-c4cccs4)cc3)c2)c1,106.0,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(-c4cccs4)nc3)c2)c1,145.0,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(-c4ccncc4)c(F)c3)c2)c1,2.23,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(-c4ccncc4)cc3)c2)c1,0.974,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(-c4nccs4)cc3)c2)c1,13.4,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(-n4cccc4)cc3)c2)c1,14.7,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(-n4cccc4)nc3)c2)c1,1.23,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(-n4cccn4)cc3)c2)c1,3.51,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(-n4cccn4)nc3)c2)c1,11.3,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(-n4ccnc4)cc3)c2)c1,0.237,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(-n4cnnc4)cc3)c2)c1,0.367,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(C(=O)O)cc3)c2)c1,142.0,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(C4CCCCC4)cc3)c2)c1,71.5,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(F)c(F)c3)c2)c1,7.97,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(F)cc3)c2)c1,4.19,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(F)cc3F)c2)c1,31.4,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(N4CCCC4)cc3)c2)c1,5.66,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(N4CCCCC4)cc3)c2)c1,6.32,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(N4CCNCC4)cc3)c2)c1,2.08,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(N4CCOCC4)cc3)c2)c1,6.56,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(OCc4ccccc4)cc3)c2)c1,200.0,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(Oc4ccccc4)cc3)c2)c1,200.0,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc4cc[nH]c4c3)c2)c1,2.23,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc4ccccc4c3)c2)c1,52.1,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc4cn[nH]c4c3)c2)c1,0.483,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3cccc(F)c3)c2)c1,10.1,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3cccc4ccccc34)c2)c1,192.0,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccccc3)c2)c1,12.5,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccccc3F)c2)c1,30.2,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccccn3)c2)c1,20.3,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3cccnc3)c2)c1,18.7,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3cccnn3)c2)c1,90.9,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3cccs3)c2)c1,9.5,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccncc3)c2)c1,2.46,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccncn3)c2)c1,15.5,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccnnc3)c2)c1,7.92,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3cnccn3)c2)c1,33.3,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3csc4ccccc34)c2)c1,8.09,False
NC(=O)c1cncc(OCc2cccc(NC(=O)c3nc4ccccc4s3)c2)c1,65.2,False
NC(=O)c1cncc(Oc2ccc3c(NC(=O)c4cccc([N+](=O)[O-])c4)cccc3c2)c1,11.7,False
NC(=O)c1cncc(Oc2ccc3c(NC(=O)c4ccccc4)cccc3c2)c1,22.4,False
NC(=O)c1cncc(Oc2ccc3ccccc3c2)c1,13.5,False
NC(=O)c1cncc(Oc2cccc3c(NC(=O)c4cccc([N+](=O)[O-])c4)cccc23)c1,64.0,False
NC(=O)c1cncc(Oc2cccc3c(NC(=O)c4ccccc4)cccc23)c1,12.0,False
NC(=O)c1cncc(Oc2cccc3c(NC(=O)c4cccnc4)cccc23)c1,70.7,False
NC(=O)c1cncc(Oc2cccc3c(NC(=O)c4ccncc4)cccc23)c1,15.4,False
NC(=O)c1cncc(Oc2cccc3ccccc23)c1,4.89,False
NC(=O)c1cncc(Sc2ccc3ccccc3c2)c1,26.9,False
NC(=O)c1cncc(Sc2cccc3ccccc23)c1,30.3,False
NCCC1CCN(c2ncnc3cc(C(N)=O)sc23)CC1,1.6,False
NCCn1c(=S)[nH]c2cc([N+](=O)[O-])ccc21,7.7,False
Nc1c(Br)cc(C=C2C(=O)OC(c3ccccc3)OC2=O)cc1Br,7.63,False
Nc1c(I)cc(C=C2C(=O)OC(c3ccccc3)OC2=O)cc1I,10.21,False
Nc1cc(C(=O)Nc2cccc(C(=O)Nc3ccc(S(=O)(=O)[O-])c4cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c34)c2)cc(C(=O)Nc2cccc(C(=O)Nc3ccc(S(=O)(=O)[O-])c4cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c34)c2)c1,46.5465,False
Nc1cc(NC(=O)Nc2cccc(C(=O)Nc3cccc(C(=O)Nc4ccc(S(=O)(=O)[O-])c5cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c45)c3)c2)cc(C(=O)Nc2cccc(C(=O)Nc3ccc(S(=O)(=O)[O-])c4cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c34)c2)c1,0.093,False
Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,100.0,False
Nc1ncnc2c1nc(-c1ccccc1)n2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,31.0,False
O=C(/C=C/c1ccc(O)c(O)c1)NC(Cc1c[nH]c2ccccc12)C(=O)O,34.0,False
O=C(/C=C/c1ccc(OCc2ccc(F)cc2)cc1)NC1(C(=O)NCCc2c[nH]c3ccc(F)cc23)CCNCC1,73.0,False
O=C(/C=C/c1ccc(OCc2ccccc2)cc1)NC1(C(=O)NCCc2c[nH]c3ccccc23)CCNCC1,52.0,False
O=C(C1CN(Cc2ccccc2)c2ccccc2O1)N1CCCCC1,60.0,False
O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2)nc1)NO,5.5,True
O=C(NC(c1ccccc1)c1ccccc1)c1cc(-c2cc3ccccc3o2)nc2ccccc12,171.2,False
O=C(NCc1nc(-c2cccnc2)n[nH]1)c1cnccn1,1470.0,False
O=C(NNC(=S)Nc1ccc(C(F)(F)F)cc1)c1nc(-c2cccc3ccccc23)no1,318.0,False
O=C(NNC(=S)Nc1cccc(C(F)(F)F)c1)c1nc(-c2cccc3ccccc23)no1,13.0,False
O=C(NO)C1CCCc2c1[nH]c1ccc(Cl)cc21,77.6,False
O=C(NO)c1ccc(CNc2cccc3cccnc23)cc1,20.0,False
O=C(NO)c1ccc(CNc2cccc3ncccc23)cc1,20.0,False
O=C(Nc1ccc(C(=O)O)c(O)c1)c1ccc(NC(=O)c2ccco2)cc1,599.0,False
O=C(Nc1ccc(O)c(C(=O)O)c1)c1ccc(NC(=O)c2ccco2)cc1,783.0,False
O=C(Nc1ccc(O)c(C(=O)O)c1)c1cccc(NC(=O)c2ccco2)c1,1578.0,False
O=C(Nc1ccc(O)cc1C(=O)O)c1ccc(N2C(=O)c3ccccc3C2=O)cc1,424.0,False
O=C(Nc1ccc2c(O)cc(S(=O)(=O)[O-])cc2c1)Nc1ccc2c(O)cc(S(=O)(=O)[O-])cc2c1,32.0,False
O=C(Nc1cccc(Br)c1)c1cccc(S(=O)(=O)N2CCCCCC2)c1,50.0,False
O=C(Nc1cnccc1Br)c1cccc(-c2ccc3ccccc3c2)c1,100.0,False
O=C(O)C1CCCc2c1[nH]c1ccc(Cl)cc21,100.0,False
O=C(O)C1CN(Cc2ccccc2)c2ccccc2O1,60.0,False
O=C(O)C1CNc2ccccc2O1,60.0,False
O=C(O)CC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1ccccc1,256.0,False
O=C(O)CCN1Cc2ccccc2C1=O,80.0,False
O=C(O)CCNC(=S)NCCCNc1nc(CCc2c[nH]c3ccccc23)ncc1C(=O)O,600.0,False
O=C(O)c1ccc2[nH]c(=S)[nH]c2c1,29.3,False
O=C(O)c1ccccc1Nc1ccccc1,68.0,True
O=C(On1nnc2ccccc21)c1c[nH]c2ccccc12,200.0,False
O=C(On1nnc2ccccc21)c1cc[nH]c1,200.0,False
O=C(On1nnc2ccccc21)c1ccc[nH]1,200.0,False
O=C(On1nnc2ncccc21)c1c[nH]c2ccc(Br)cc12,40.3,False
O=C(c1cc(O)ccc1O)c1coc2ccc(O)cc12,421.4,False
O=C(c1ccc(Br)cc1)c1coc2c1cc(O)c1ccccc12,146.0,False
O=C(c1ccc(Br)cc1)c1coc2ccc(O)cc12,240.0,False
O=C(c1ccc(Cl)cc1)N1CCN(c2ccc([N+](=O)[O-])c3ncccc23)CC1,50.0,False
O=C(c1ccc(OCc2ccccc2)cc1)c1coc2cc(Br)c(O)c(Br)c12,300.0,False
O=C(c1cccc(O)c1)c1coc2ccc(O)cc12,31.2,False
O=C(c1ccccc1)c1coc2c1cc(O)c1ccccc12,300.0,False
O=C(c1ccccc1)c1coc2cc(Br)c(O)c(Br)c12,198.0,False
O=C(c1ccccc1)c1coc2ccc(O)c(CN3CCOCC3)c12,300.0,False
O=C(c1ccccc1O)c1coc2ccc(O)cc12,71.4,False
O=C1/C(=C/c2cc(Br)ccc2O)Oc2ccccc21,1.0,False
O=C1CC(=S)NC(=O)/C1=C/c1cc2ccccc2[nH]1,5.9,False
O=C1CCc2c(ccc3ccccc23)O1,298.1,False
O=C1CNC(=O)[C@H](CCCCNC(=S)CNC(=O)c2ccccc2Nc2cccc(OCCc3ccccc3)c2)N1,77.4,False
O=C1Cc2c([nH]c3ccccc23)-c2ccccc2N1,29.0,False
O=C1N/C(=C\c2ccc(N3CCCC3)cc2)C(=O)N1Cc1ccc(Cl)cc1,38.6,False
O=C1N/C(=C\c2ccc(O)c(Cl)c2)C(=O)N1Cc1ccc(F)cc1,32.1,False
O=C1N=C2Oc3ccccc3CC2C(=O)N1c1ccccc1,4.2,False
O=C1NC(=S)NC(=O)C1=Cc1c[nH]c2ccccc12,5.9,False
O=C1NC(=S)NC(=O)C1=Cc1cc2ccccc2[nH]1,6.0,False
O=C1NC(=S)NC(=O)C1=Cc1ccc(-c2cccc(Cl)c2Cl)o1,3.4,False
O=C1NC(=S)NC(=O)C1=Cc1ccc(-c2ccccc2)cc1,51.0,False
O=C1NC(=S)NC(=O)C1=Cc1ccc(OCc2ccc(Br)cc2)cc1,9.9,False
O=C1NC(=S)NC(=O)C1=Cc1ccc(OCc2ccccc2)cc1,10.5,False
O=C1NC(=S)NC(=O)C1=Cc1cccc2ccccc12,13.0,False
O=C1NC(=S)NC(=O)C1=Cc1cn(Cc2ccccc2)c2ccccc12,28.4,False
O=C1Nc2c(ccc(Cl)c2Cl)/C1=C/c1cc(Br)c(O)c(Br)c1,40.3,False
O=C1Nc2c(ccc(Cl)c2Cl)/C1=C\c1cc(Br)c(O)c(Br)c1,40.0,False
O=C1OC(c2ccccc2)OC(=O)C1=Cc1cc(Br)c(O)c(Br)c1,0.7,False
O=C1OC(c2ccccc2)OC(=O)C1=Cc1cc(Br)c(O)c(OCc2ccccc2)c1,0.68,False
O=C1OC(c2ccccc2)OC(=O)C1=Cc1cc(Cl)c(O)c(Cl)c1,1.2,False
O=C1OC(c2ccccc2)OC(=O)C1=Cc1cc(F)c(O)c(F)c1,4.54,False
O=C1OC(c2ccccc2)OC(=O)C1=Cc1cc(I)c(O)c(I)c1,0.46,False
O=C1OC(c2ccccc2)OC(=O)C1=Cc1cc(I)c(O)c(OCc2ccccc2)c1,0.61,False
O=C1OC(c2ccccc2)OC(=O)C1=Cc1ccc(Cl)cc1,18.81,False
O=C1OC(c2ccccc2)OC(=O)C1=Cc1ccc(O)c(Br)c1,1.4,False
O=C1OC(c2ccccc2)OC(=O)C1=Cc1ccc(O)c(Cl)c1,3.84,False
O=C1OC(c2ccccc2)OC(=O)C1=Cc1ccc(O)c(F)c1,4.65,False
O=C1OC(c2ccccc2)OC(=O)C1=Cc1ccc(O)c(OCC2CC2)c1,2.48,False
O=C1OC(c2ccccc2)OC(=O)C1=Cc1ccc(O)c(OCc2ccccc2)c1,2.52,False
O=C1OC(c2ccccc2)OC(=O)C1=Cc1ccc(O)cc1,6.33,False
O=C1OC(c2ccccc2)OC(=O)C1=Cc1ccc(O)cc1Br,3.56,False
O=C1OC(c2ccccc2)OC(=O)C1=Cc1ccc(O)cc1F,3.76,False
O=C1OC(c2ccccc2)OC(=O)C1=Cc1ccc(OCc2cccc(C(=O)O)c2)cc1,10.04,False
O=C1Oc2ccc3cc(Br)ccc3c2CC1c1ccccc1,5.0,False
O=C1Oc2ccc3ccccc3c2CC1C(=O)c1ccccc1,112.0,False
O=C1Oc2ccc3ccccc3c2CC1C(=O)c1ccccc1Cl,89.8,False
O=C1c2cccc3cccc(c23)C(=O)N1CCCNCCCCCCCCCNCCCN1C(=O)c2cccc3cccc(c23)C1=O,97.4,False
O=C1c2cccc3cccc(c23)C(=O)N1CCNCCCNCCCNCCN1C(=O)c2cccc3cccc(c23)C1=O,43.0,False
O=c1[nH]c(=O)c2cc(S(=O)(=O)Nc3ccc(Cn4ccnc4)cc3)ccc2[nH]1,238.0,False
O=c1[nH]c(=O)c2cc(S(=O)(=O)Nc3ccc(Oc4cccnc4)cc3)ccc2[nH]1,314.0,False
O=c1[nH]c(=O)c2cc(S(=O)(=O)Nc3cccc(CCc4ccncc4)c3)ccc2[nH]1,424.0,False
O=c1[nH]c(=S)[nH]c(-c2ccc(Br)cc2)c1Cc1c(O)ccc2ccccc12,12.85,False
O=c1[nH]c(=S)[nH]c(-c2ccc3ccccc3c2)c1Cc1c(O)ccc2ccccc12,12.4,False
O=c1[nH]c(=S)[nH]c(-c2cccc(F)c2)c1Cc1c(O)ccc2ccccc12,38.3,False
O=c1[nH]c(=S)[nH]c(-c2ccccc2)c1Cc1c(O)ccc2ccccc12,56.0,False
O=c1[nH]c(=S)[nH]c(-c2ccccc2F)c1Cc1c(O)ccc2ccccc12,50.0,False
O=c1[nH]c(=S)[nH]c(CCc2ccccc2)c1Cc1c(O)ccc2ccccc12,17.5,False
O=c1nc2oc3ccc4ccccc4c3cc-2c(=O)n1-c1ccccc1,8.4,False
O=c1nc2oc3ccc4ccccc4c3cc-2c(=O)n1C1CCCCC1,21.1,False
O=c1nc2oc3ccc4ccccc4c3cc-2c(=O)n1Cc1ccccc1,12.0,False
O=c1nc2oc3ccccc3cc-2c(=O)[nH]1,5.3,False
Oc1c(Br)cc(C=C2c3cc(I)ccc3NC2O)cc1Br,41.6,False
Oc1cc(O)c2c(-c3cc(F)cc(F)c3)c(Br)oc2c1,76.3,False
Oc1cc(O)c2c(-c3cc(F)cc(F)c3)coc2c1,274.0,False
Oc1cc(O)c2c(-c3ccc(F)cc3)coc2c1,192.0,False
Oc1cc(O)c2cc(-c3cc(F)cc(F)c3)oc2c1,36.7,False
Oc1cc(O)c2cc(-c3cc(O)c(O)c(O)c3)oc2c1,1.84,False
Oc1ccc(-c2coc3cc(O)cc(O)c23)cc1,22.8,False
Oc1ccccc1-c1nc2ccc(Cl)cn2c1NCc1ccc2c(c1)OCO2,32.0,False
S=c1[nH]c2ccc(Cl)nc2[nH]1,100.0,False
Sc1nc2c(ccc3ccccc32)[nH]1,9.6,False
c1ccc(-c2nn3c(-c4ccco4)nnc3s2)cc1,27.6,False
c1ccc(-c2nn3c(-c4ccco4)nnc3s2)nc1,65.95,False
c1ccc(CCCc2nn3c(-c4ccco4)nnc3s2)cc1,12.2,False
c1ccc(CCc2nn3c(-c4ccco4)nnc3s2)cc1,47.4,False
c1ccc(Cc2nn3c(-c4ccco4)nnc3s2)cc1,37.9,False
c1ccc(OCc2nn3c(-c4ccco4)nnc3s2)cc1,61.3,False
c1cncc(-c2cnn[nH]2)c1,203.5,False
c1cncc(-c2nn3c(-c4ccco4)nnc3s2)c1,78.8,False
c1coc(-c2nn3c(-c4ccco4)nnc3s2)c1,22.0,False
c1coc(-c2nnc3sc(-c4cc5ccccc5o4)nn23)c1,20.6,False
c1coc(-c2nnc3sc(-c4ccc5c(c4)OCCO5)nn23)c1,40.7,False
c1coc(-c2nnc3sc(-c4ccc5c(c4)OCO5)nn23)c1,45.2,False
c1coc(-c2nnc3sc(-c4cccs4)nn23)c1,88.6,False
c1coc(-c2nnc3sc(-c4ccncc4)nn23)c1,49.8,False
c1coc(-c2nnc3sc(-c4cnccn4)nn23)c1,66.6,False
c1coc(-c2nnc3sc(C4COc5ccccc5O4)nn23)c1,8.9,False
c1coc(-c2nnc3sc(Cc4ccc5c(c4)OCCO5)nn23)c1,67.0,False
