smiles,percent_inhibition,leaked
CCCc1cc(O)nc(SCC(=O)Nc2ncc(Cc3cccc4ccccc34)s2)n1,22.0,False
CCCc1ccc(C(=O)NC(=S)Nc2ccc(NC(=O)CCCCN(C)C)cc2)cc1,50.9,False
CCCc1cnc(SCC(=O)Nc2nc3ccc(OCC)cc3s2)nc1O,10.0,False
CCCc1nn(C)c2c(=O)[nH]c(-c3ccc(O)c(OC(F)F)c3)nc12,63.0,False
CCCc1nn(C)c2c(=O)[nH]c(-c3cccc(Br)c3)nc12,59.0,False
CCCc1nn(C)c2c(=O)[nH]c(-c3cccc([N+](=O)[O-])c3O)nc12,61.0,False
CCCc1nn(C)c2c1NC1(NC2=O)C(=O)N(C(=O)OC(C)(C)C)c2ccccc21,46.0,False
CCCc1nn(C)c2c1NC1(NC2=O)C(=O)N(Cc2ccccc2)c2ccccc21,46.0,False
CCCn1c(-c2ccccc2)c(Cc2c(O)ccc3ccccc23)c(=O)[nH]c1=S,25.0,False
CCN(CC)C(=O)c1ccccc1Nc1cccc(OCCc2ccccc2)c1,11.0,False
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,10.0,False
CCNC(=O)CCCSC[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](N)CCCCN)[C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)O)[C@@H](C)O,35.0,False
CCOC(=O)C1=C(CN2CCOCC2)NC(c2nccs2)=NC1c1ccc(F)cc1Br,7.0,False
CCOC(=O)C1=CN(CCc2ccccc2)C=C(C(=O)OCC)C1c1ccccc1,76.6,False
CCOC(=O)C1=CN(c2ccccc2)C=C(C(=O)OCC)C1c1ccccc1,63.6,False
CCOC(=O)C1CCCc2c(-c3ccc(Cl)c(F)c3)n[nH]c21,20.0,False
CCOC(=O)CCCN1C(=O)c2ccccc2S1(=O)=O,8.7,False
CCOC(=O)c1ccc(N2CCN(CCn3c(-c4ccc(-c5ccc(C)cc5)cc4)nc4cc(C(=O)OCC)ccc43)CC2)c(N)c1,28.38,False
CCOC(=O)c1ccc(N2CCN(CCn3c(-c4ccc(-c5ccc(Cl)cc5)cc4)nc4cc(C(=O)OCC)ccc43)CC2)c(N)c1,28.19,False
CCOC(=O)c1ccc(N2CCN(CCn3c(-c4ccc(-c5ccc(OC(F)(F)F)cc5)cc4)nc4cc(C(=O)OCC)ccc43)CC2)c(N)c1,24.56,False
CCOC(=O)c1ccc(N2CCN(CCn3c(-c4ccc(-c5ccccc5)cc4)nc4cc(C(=O)OCC)ccc43)CC2)c(N)c1,31.09,False
CCOC(=O)c1ccc(N2CCN(CCn3c(-c4ccc(-c5cncc(-c6ccc(F)cc6)c5)cc4)nc4cc(C(=O)OCC)ccc43)CC2)c(N)c1,20.6,False
CCOC(=O)c1ccc2[nH]c(-c3ccc(C(C)(C)C)cc3)nc2c1,46.92,False
CCOC(=O)c1ccc2[nH]c(-c3ccc(C)cc3)nc2c1,40.11,False
CCOC(=O)c1ccc2[nH]c(-c3ccc(N(C)C)cc3)nc2c1,43.93,False
CCOC(=O)c1ccc2[nH]c(-c3ccc(N4CCCCC4)cc3)nc2c1,55.08,False
CCOC(=O)c1ccc2[nH]c(-c3ccc(N4CCOCC4)cc3)nc2c1,37.77,False
CCOC(=O)c1ccc2[nH]c(-c3ccc(O)cc3)nc2c1,37.36,False
CCOC(=O)c1ccc2[nH]c(-c3ccc(OC)cc3)nc2c1,19.7,False
CCOC(=O)c1ccc2[nH]c(-c3ccccc3)nc2c1,24.7,False
CCOC(=O)c1ccc2c(c1)nc(-c1ccc(Br)cc1)n2-c1ccccc1,26.7,False
CCOC(=O)c1ccc2c(c1)nc(-c1ccc(Br)cc1)n2CCCN1CCCC1=O,27.3,False
CCOC(=O)c1ccc2c(c1)nc(-c1ccc(Br)cc1)n2CCO,14.72,False
CCOC(=O)c1ccc2c(c1)nc(-c1ccc(C(F)(F)F)cc1)n2-c1ccccc1,33.76,False
CCOC(=O)c1ccc2c(c1)nc(-c1ccc(C(F)(F)F)cc1)n2CCCN1CCCC1=O,32.84,False
CCOC(=O)c1ccc2c(c1)nc(-c1ccc(C(F)(F)F)cc1)n2CCO,23.22,False
CCOC(=O)c1ccc2c(c1)nc(-c1ccc(C)cc1)n2-c1ccccc1,43.93,False
CCOC(=O)c1ccc2c(c1)nc(-c1ccc(C)cc1)n2CCCN1CCCC1=O,33.56,False
CCOC(=O)c1ccc2c(c1)nc(-c1ccc(C)cc1)n2CCO,24.94,False
CCOC(=O)c1ccc2c(c1)nc(-c1ccc(Cl)cc1)n2-c1ccccc1,19.82,False
CCOC(=O)c1ccc2c(c1)nc(-c1ccc(Cl)cc1)n2CCCN1CCCC1=O,27.16,False
CCOC(=O)c1ccc2c(c1)nc(-c1ccc(Cl)cc1)n2CCO,5.32,False
CCOC(=O)c1ccc2c(c1)nc(-c1ccc(N(C)C)cc1)n2-c1ccccc1,60.59,False
CCOC(=O)c1ccc2c(c1)nc(-c1ccc(N(C)C)cc1)n2CCCN1CCCC1=O,49.15,False
CCOC(=O)c1ccc2c(c1)nc(-c1ccc(N(C)C)cc1)n2CCO,48.7,False
CCOC(=O)c1ccc2c(c1)nc(-c1ccc(N3CCCCC3)cc1)n2CCO,43.33,False
CCOC(=O)c1ccc2c(c1)nc(-c1ccc(O)cc1)n2-c1ccccc1,11.01,False
CCOC(=O)c1ccc2c(c1)nc(-c1ccc(O)cc1)n2CCCN1CCCC1=O,30.93,False
CCOC(=O)c1ccc2c(c1)nc(-c1ccc(O)cc1)n2CCO,12.65,False
CCOC(=O)c1ccc2c(c1)nc(-c1ccc(OC(F)(F)F)cc1)n2CCO,11.74,False
CCOC(=O)c1ccc2c(c1)nc(-c1ccc(OC)cc1)n2CCO,17.79,False
CCOC(=O)c1ccc2c(c1)nc(-c1ccc([N+](=O)[O-])cc1)n2-c1ccccc1,34.2,False
CCOC(=O)c1ccc2c(c1)nc(-c1ccc([N+](=O)[O-])cc1)n2CCCN1CCCC1=O,37.36,False
CCOC(=O)c1ccc2c(c1)nc(-c1ccc([N+](=O)[O-])cc1)n2CCO,33.77,False
CCOC(=O)c1ccc2c(c1)nc(-c1ccc3c(c1)OCO3)n2CCO,39.63,False
CCOC(=O)c1ccc2c(c1)nc(-c1ccccc1)n2-c1ccccc1,21.03,False
CCOC(=O)c1ccc2c(c1)nc(-c1ccccc1)n2CCCN1CCCC1=O,30.03,False
CCOC(=O)c1ccc2c(c1)nc(-c1ccccc1)n2CCO,12.73,False
CCOC(=O)c1ccccc1/N=C/c1c(O)ccc2ccccc12,9.0,False
CCOc1ccc(Cn2c(-c3ccccc3)c(Cc3c(Cc4ccccc4)ccc4ccccc34)c(=O)[nH]c2=S)cc1,36.6,False
CCOc1ccc(Cn2c(-c3ccccc3)c(Cc3c(O)ccc4ccccc34)c(=O)[nH]c2=S)cc1,13.4,False
CCOc1ccc(Cn2c(-c3ccccc3)c(Cc3c(OC)ccc4ccccc34)c(=O)[nH]c2=S)cc1,19.3,False
CCOc1ccc(Cn2c(-c3ccccc3)c(Cc3ccccc3)c(=O)[nH]c2=S)cc1,35.0,False
CCOc1ccc2nc(NC(=O)CSc3nc(C)cc(C)n3)sc2c1,16.0,False
CCOc1cccc(Cc2cnc(NC(=O)CSc3nc(C)cc(C)n3)s2)c1,10.0,False
CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCNC(=O)Cc1ccc(/N=N/c2ccccc2)cc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(C)=O)[C@@H](C)O)C(N)=O,24.5,False
CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCNC(=O)c1ccc(/N=N/c2ccc(N(C)C)cc2)cc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(C)=O)[C@@H](C)O)C(N)=O,6.050000000000001,False
CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)C(=O)N[C@@H](CCCCNC(=O)C(F)(F)F)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O,24.0,False
CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)C(=O)N[C@@H](CCCCNC(=O)CCc1ccc(/N=N/c2ccc(N(C)C)cc2)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O,42.0,False
CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)C(=O)N[C@@H](CCCCNC(=O)c1ccc(/N=N/c2ccc(N(C)C)cc2)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O,32.0,False
CCc1cc(CC)nc(SC(C)C(=O)Nc2ncc(Cc3ccc(OC)cc3)s2)n1,18.0,False
CCc1cc(CC)nc(SCC(=O)Nc2ncc(Cc3ccc(-c4ccccc4)cc3)s2)n1,10.0,False
CCc1cc(CC)nc(SCC(=O)Nc2ncc(Cc3ccc(Cl)cc3)s2)n1,18.0,False
CCc1cc(CC)nc(SCC(=O)Nc2ncc(Cc3ccc(OC)cc3)s2)n1,17.0,False
CCc1cc(CC)nc(SCC(=O)Nc2ncc(Cc3cccc(C)c3)s2)n1,10.0,False
CCc1cc(CC)nc(SCC(=O)Nc2ncc(Cc3cccc4ccccc34)s2)n1,10.0,False
CCc1ccc2c(Cc3c(-c4ccc(C)cc4)[nH][nH]c3=O)c(O)ccc2c1,45.0,False
CCn1c(-c2ccccc2)c(Cc2c(O)ccc3ccccc23)c(=O)[nH]c1=S,31.9,False
CN(C(=O)c1cccc(S(=O)(=O)N(C)c2ccc(Br)cc2)c1)c1ccc(Cl)cc1F,2.5,False
CN(C)CCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(C(C)(C)C)cc2)cc1,85.2,False
CN(C)CCCCC(=O)Nc1ccc(N(C)C(=S)NC(=O)c2ccc(C(C)(C)C)cc2)cc1,6.6,False
CN(C)CCCCC(=O)Nc1ccc(NC(=O)NC(=O)c2ccc(C(C)(C)C)cc2)cc1,93.6,False
CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(Br)cc2)cc1,13.5,False
CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(C(C)(C)C)c(Br)c2)cc1,93.5,False
CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(C(C)(C)C)cc2)cc1,58.95,True
CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(Cl)c(Cl)c2)cc1,8.1,False
CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(Cl)cc2)cc1,53.4,False
CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2cccc(Br)c2)cc1,70.5,False
CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2cccc(Cl)c2)cc1,29.2,False
CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccccc2)cc1,3.5,False
CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccccc2Cl)cc1,29.3,False
CN(C)CCCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(C(C)(C)C)cc2)cc1,96.2,False
CN(C)CCCCCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(C(C)(C)C)cc2)cc1,70.9,False
CN(C)CCCCNC(=O)c1ccc(NC(=S)NC(=O)c2ccc(C(C)(C)C)cc2)cc1,72.5,False
CN(C)CCNC(=O)c1ccccc1Nc1cccc(OCCc2ccccc2)c1,18.0,False
CN(C)CCOCCOCCOCCOCCOCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(C(C)(C)C)cc2)cc1,29.6,False
CN(C)c1ccc(-c2nc3cc(C(=O)O)ccc3n2CCO)cc1,19.65,False
CN(C)c1ccc(/C=C2\C(=O)Nc3c2ccc(Cl)c3Cl)cc1,20.7,False
CN(C)c1ccc(C(=O)O)cc1,25.3,True
CN(c1ccc(Cl)cc1)S(=O)(=O)c1cc(C(=O)Nc2ccc(C#N)cc2)ccn1,16.0,False
CN(c1ccc(Cl)cc1)S(=O)(=O)c1cc(C(=O)Nc2ccc(C#N)cc2F)ccn1,7.5,False
CN(c1ccc(Cl)cc1)S(=O)(=O)c1cccc(C(=O)Nc2cc(Cl)cnn2)c1,4.0,False
CN(c1ccc(Cl)cc1)S(=O)(=O)c1cccc(C(=O)Nc2ccc(C#N)cc2)c1,8.5,False
CN(c1ccc(Cl)cc1)S(=O)(=O)c1cccc(C(=O)Nc2ccc(C#N)cc2F)c1,9.0,False
CN(c1ccc(Cl)cc1)S(=O)(=O)c1cccc(C(=O)Nc2ccc(C#N)cn2)c1,13.0,False
CN(c1ccc(Cl)cc1)S(=O)(=O)c1cccc(C(=O)Nc2ccc(Cl)nn2)c1,7.5,False
CN(c1ccc(Cl)cc1)S(=O)(=O)c1cccc(C(=O)Nc2ccc(S(C)(=O)=O)cc2)c1,5.0,False
CN(c1ccc(Cl)cc1)S(=O)(=O)c1cccc(NC(=O)c2ccc(C#N)cc2)c1,20.0,False
CN(c1ccc(Cl)cn1)S(=O)(=O)c1cccc(C(=O)Nc2ccc(C#N)cc2)c1,10.0,False
CN(c1ccc(F)cc1)S(=O)(=O)c1cccc(C(=O)Nc2ccc(C#N)cc2)c1,18.5,False
CN(c1ccc(S(C)(=O)=O)cc1)S(=O)(=O)c1cccc(C(=O)Nc2ccc(C#N)cc2)c1,9.0,False
CN(c1ccc(S(C)(=O)=O)cc1)S(=O)(=O)c1cccc(NC(=O)c2ccc(Br)cc2)c1,14.0,False
CN1C(=O)C2(NC(=O)c3c(sc4c3CCCC4)N2)c2ccccc21,46.0,False
CN1C/C(=C\c2cc(Br)c(O)c(Br)c2)C(=O)/C(=C/c2cc(Br)c(O)c(Br)c2)C1,63.0,False
CN1CCCC1CCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21,58.2,False
CN1CCN(C(=O)[C@@H]2Cc3c([nH]c4ccccc34)[C@H]3N(C)c4ccccc4C(=O)N23)CC1,5.3,False
CN1c2ccc(C(N)=O)cc2CCc2cc([N+](=O)[O-])ccc21,23.0,False
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@@H]21,1.1,False
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,4.2,False
CN1c2ccccc2C(=O)N2[C@H](C(=O)N3CCCCC3)Cc3c([nH]c4ccccc34)[C@@H]12,6.5,False
CN1c2ccccc2C(=O)N2[C@H](C(=O)N3CCOCC3)Cc3c([nH]c4ccccc34)[C@@H]12,4.1,False
CN1c2ccccc2C(=O)N2[C@H](C(=O)N3CCSCC3)Cc3c([nH]c4ccccc34)[C@@H]12,8.2,False
CN1c2ccccc2C(=O)N2[C@H](C(=O)O)Cc3c([nH]c4ccccc34)[C@@H]12,26.0,False
CNC(=O)C1CCCc2c(-c3ccc(Cl)cc3)n[nH]c21,20.0,False
CNC(=O)CCCSC[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](N)CCCCN)[C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)O)[C@@H](C)O,34.0,False
CNC(=O)[C@@H]1Cc2c([nH]c3ccccc23)[C@H]2N(C)c3ccccc3C(=O)N12,6.4,False
CNC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=O)C(C)(C)C)NC(=O)[C@H](C)NC(C)=O,82.0,False
CNC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=O)C=C(C)C)NC(=O)[C@H](C)NC(C)=O,96.0,False
CNC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=O)c1ccc(N(C)C)cc1)NC(=O)[C@H](C)NC(C)=O,39.0,False
CNC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=O)c1ccc[nH]1)NC(=O)[C@H](C)NC(C)=O,36.0,False
CNC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=O)c1cccn1C)NC(=O)[C@H](C)NC(C)=O,23.0,False
CNC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(C)=O)NC(=O)[C@H](C)NC(C)=O,66.0,False
COC(=O)CNC(=O)c1ccccc1Nc1cccc(OCCc2ccccc2)c1,17.0,False
COC(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(C)=O)C(=O)N[C@@H](C)C(=O)OC,8.0,False
COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)[C@H]2N(C)c3ccccc3C(=O)N12,3.3,False
COC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=O)C(C)(C)C)NC(=O)[C@H](C)NC(C)=O,53.0,False
COC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=O)C1=CCCCC1)NC(=O)[C@H](C)NC(C)=O,33.0,False
COC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=O)C=C(C)C)NC(=O)[C@H](C)NC(C)=O,78.0,False
COC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=O)CBr)NC(=O)[C@H](C)NC(C)=O,48.0,False
COC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=O)CCl)NC(=O)[C@H](C)NC(C)=O,19.0,False
COC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=O)Cc1ccccn1)NC(=O)[C@H](C)NC(C)=O,26.0,False
COC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=O)Cc1cccnc1)NC(=O)[C@H](C)NC(C)=O,10.0,False
COC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=O)N(C)C)NC(=O)[C@H](C)NC(C)=O,24.0,False
COC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=O)OCc1ccccc1)NC(=O)[C@H](C)NC(C)=O,11.0,False
COC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=O)c1ccccc1)NC(=O)[C@H](C)NC(C)=O,12.0,False
COC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=O)c1ccccn1)NC(=O)[C@H](C)NC(C)=O,4.0,False
COC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=O)c1cccnc1)NC(=O)[C@H](C)NC(C)=O,9.0,False
COC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(C)=O)NC(=O)[C@H](C)NC(C)=O,39.0,False
COC(=O)[C@H](C)NC(=O)[C@H](CCCCNS(=O)(=O)C(F)(F)F)NC(=O)[C@H](C)NC(C)=O,15.0,False
COC(=O)[C@H](C)NC(=O)[C@H](CCCCNS(=O)(=O)c1ccc(C)cc1)NC(=O)[C@H](C)NC(C)=O,1.0,False
COC(=O)[C@H](C)NC(=O)[C@H](CCCCNS(C)(=O)=O)NC(=O)[C@H](C)NC(C)=O,17.0,False
COC(=O)[C@H]1Cc2c([nH]c3ccccc23)[C@@H]2N(C)c3ccccc3C(=O)N12,7.8,False
CONC(=O)c1ccccc1Nc1cccc(OCCc2ccccc2)c1,6.0,False
COc1cc(/C=C2\C(=O)Nc3c2ccc(Cl)c3Cl)cc(OC)c1OC,10.0,False
COc1cc(OC)cc(Oc2ccc(C(c3ccccc3)N(C)c3ncc4c(N)nc(N)nc4n3)cc2)c1,15.0,False
COc1cc(OC)cc(Sc2ccc(C(C)N(C)c3ncc4c(N)nc(N)nc4n3)cc2)c1,15.0,False
COc1cc2c(C(=O)c3ccc(Br)cc3)c(C)oc2c2ccccc12,0.17,False
COc1cc2ccccc2c(Cc2c(-c3ccc(C)cc3)[nH][nH]c2=O)c1O,78.0,False
COc1ccc(-c2[nH][nH]c(=O)c2Cc2c(O)ccc3cc(Br)ccc23)cc1,40.0,False
COc1ccc(-c2[nH]c(=S)[nH]c(=O)c2Cc2c(O)ccc3ccccc23)cc1,6.4,False
COc1ccc(-c2n[nH]c3c2CCCC3C(N)=O)cc1,20.0,False
COc1ccc(-c2nc3c(N)ncnc3n2[C@@H]2O[C@H](COP(=O)(O)OP(=O)([O-])OC[C@H]3O[C@@H]([n+]4cccc(C(N)=O)c4)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)cc1,18.0,False
COc1ccc(/C=C/C(=O)NC(C)(C)C(=O)NCCc2c[nH]c3ccccc23)cc1,10.3,False
COc1ccc(/C=C2\Oc3ccccc3C2=O)c(O)c1,49.0,False
COc1ccc(/C=C2\Oc3ccccc3C2=O)cc1,32.5,False
COc1ccc(C(=O)CNC(=O)[C@H](CCCCNC(C)=S)NC(=O)OCc2ccccc2)cc1,97.0,False
COc1ccc(C(=O)NC(=S)Nc2ccc(NC(=O)CCCCN(C)C)cc2)cc1,48.5,False
COc1ccc(C(=O)NN2C3=C(C(=O)CC(C)(C)C3)C(c3ccc(OCc4ccccc4)cc3)C3=C2CC(C)(C)CC3=O)c(OC)n1,55.1,False
COc1ccc(C(=O)NN2C3=C(C(=O)CC(C)(C)C3)C(c3cccc(OCc4ccccc4)c3)C3=C2CC(C)(C)CC3=O)c(OC)n1,35.6,False
COc1ccc(C(=O)NN2C3=C(C(=O)CC(C)(C)C3)C(c3ccccc3OCc3ccccc3)C3=C2CC(C)(C)CC3=O)c(OC)n1,35.2,False
COc1ccc(C(=O)c2coc3c2cc(O)c2ccccc23)cc1,0.29,False
COc1ccc(CNCc2c(-c3nnc(SC(C)C)n3-c3ccccc3)n(C)c3ccc(F)cc23)cc1,70.0,False
COc1ccc(CNc2ccc([N+](=O)[O-])cc2N)c(OC)c1,14.1,False
COc1ccc(CNc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c(OC)c1,10.0,False
COc1ccc(COc2ccc(C(C)N(C)c3ncc4c(N)nc(N)nc4n3)cc2)cc1,15.0,False
COc1ccc(CS(=O)(=O)c2cccc(C(=O)Nc3ccc(C#N)cc3)c2)cc1,3.0,False
COc1ccc(Cc2cnc(NC(=O)/C=C/c3ccco3)s2)cc1,28.0,False
COc1ccc(Cc2cnc(NC(=O)C(C)Sc3nc(C)cc(C)n3)s2)cc1,27.0,False
COc1ccc(Cc2cnc(NC(=O)CSc3nc(C)cc(C)n3)s2)cc1,10.0,False
